wavelength,flux
353.6,1.1754744677247893
353.69000000000005,1.1492178440909915
353.78000000000003,1.164671016178854
353.87,1.2541241568633457
353.96000000000004,1.2607812151170945
354.05,1.1237234125002016
354.14000000000004,1.0394354409362527
354.23,1.0720627666567826
354.32,1.1591167924373411
354.41,1.2016127220678912
354.5,1.1681152666686296
354.59000000000003,1.1410232595038114
354.68000000000006,1.1328466003771238
354.77,1.1092233959941882
354.86,1.102680037744284
354.95000000000005,1.1278985196339986
355.04,1.1205221005870771
355.13000000000005,1.0731048024465955
355.22,0.9882975416286033
355.31,0.8836911516902849
355.40000000000003,0.8012470352415787
355.49,0.7970014469233543
355.58000000000004,0.8681243794537191
355.67,0.8760422827117039
355.76,0.8195054039380725
355.85,0.7809583230599599
355.94000000000005,0.8355596737054702
356.03000000000003,0.9219069848135517
356.12,0.9805418376168084
356.21000000000004,1.00907099162903
356.3,0.9768243428612813
356.39000000000004,0.8532297731373437
356.48,0.6306270694412143
356.57,0.488192590757903
356.66,0.5120978764880098
356.75,0.585973401289475
356.84000000000003,0.5598821055492137
356.93000000000006,0.4574808933823613
357.02,0.4067153091178601
357.11,0.3676491227663499
357.20000000000005,0.47977033300142663
357.29,0.6146720236568167
357.38000000000005,0.6907819009448409
357.47,0.7086129167298324
357.56,0.710656067628842
357.65000000000003,0.7097318327385422
357.74,0.6755362658703215
357.83000000000004,0.5683466868187159
357.92,0.4488945028756986
358.01,0.36541221735206847
358.1,0.3100659480992456
358.19000000000005,0.3220428952229932
358.28000000000003,0.3878827513077688
358.37,0.4332724229006925
358.46000000000004,0.4090998334660106
358.55,0.33382403592234344
358.64000000000004,0.33248700147930405
358.73,0.3963577168353042
358.82,0.4467940874531987
358.91,0.482030665674222
359.0,0.5962538391718796
359.09000000000003,0.7764034443922815
359.18000000000006,0.8384000075605295
359.27,0.747799680690314
359.36,0.6615920618489233
359.45000000000005,0.7075031539789102
359.54,0.8420617119274185
359.63000000000005,0.9456767962792875
359.72,0.9880316017540214
359.81,0.9399060983451525
359.90000000000003,0.9057208095695963
359.99,0.9603648800015357
360.08000000000004,0.9872568994047862
360.17,0.8861353264726984
360.26,0.7066587535756363
360.35,0.6325197108517155
360.44000000000005,0.5700710862769139
360.53000000000003,0.4957510767771169
360.62,0.5026591675649943
360.71000000000004,0.5232097648967643
360.8,0.46523758870126986
360.89000000000004,0.3667805822242407
360.98,0.35703029015320853
361.07,0.461211883801093
361.16,0.5842098496483524
361.25,0.6195565312489267
361.34000000000003,0.5836605731048405
