wavelength,flux
353.78000000000003,2.820422410965
353.87,2.714492321014
353.96000000000004,2.740345001221
354.05,2.75449347496
354.14000000000004,2.764356851578
354.23,2.770934820175
354.32,2.772392988205
354.41,2.780941486359
354.5,2.794008731842
354.59000000000003,2.803626775742
354.68000000000006,2.819259405136
354.77,2.846621513367
354.86,2.879972457886
354.95000000000005,2.877521276474
355.04,2.843600988388
355.13000000000005,2.837522506714
355.22,2.836606025696
355.31,2.808841943741
355.40000000000003,2.755442142487
355.49,2.709051847458
355.58000000000004,2.713893890381
355.67,2.757263183594
355.76,2.794095993042
355.85,2.814684391022
355.94000000000005,2.817154884338
356.03000000000003,2.805125236511
356.12,2.789716005325
356.21000000000004,2.783803939819
356.3,2.789996862411
356.39000000000004,2.789908409119
356.48,2.778757333755
356.57,2.767163515091
356.66,2.764437437057
356.75,2.7704641819
356.84000000000003,2.769747018814
356.93000000000006,2.753243684769
357.02,2.736485719681
357.11,2.73948597908
357.20000000000005,2.746783494949
357.29,2.747232675552
357.38000000000005,2.761430978775
357.47,2.768517971039
357.56,2.744991064072
357.65000000000003,2.716262340546
357.74,2.7153673172
357.83000000000004,2.729081869125
357.92,2.718580007553
358.01,2.701423883438
358.1,2.711817741394
358.19000000000005,2.733600378036
358.28000000000003,2.730471372604
358.37,2.707591295242
358.46000000000004,2.678089857101
358.55,2.623258829117
358.64000000000004,2.528315782547
358.73,2.450319290161
358.82,2.478806734085
358.91,2.579127788544
359.0,2.647901773453
359.09000000000003,2.663728237152
359.18000000000006,2.66909122467
359.27,2.702028751373
359.36,2.73663687706
359.45000000000005,2.732878684998
359.54,2.716998338699
359.63000000000005,2.711160182953
359.72,2.709523916245
359.81,2.693418264389
359.90000000000003,2.65469622612
359.99,2.619866371155
360.08000000000004,2.59569311142
360.17,2.574724197388
360.26,2.567281007767
360.35,2.569211006165
360.44000000000005,2.577421426773
360.53000000000003,2.604801654816
360.62,2.644619941711
360.71000000000004,2.673320293427
360.8,2.673998594284
360.89000000000004,2.65883898735
360.98,2.6323158741
361.07,2.592160463333
361.16,2.545943260193
361.25,2.49156332016
361.34000000000003,2.444602966309
361.43000000000006,2.442373991013
361.52,2.491651296616
361.61,2.557740211487
361.70000000000005,2.594589471817
361.79,2.59716129303
361.88000000000005,2.584832906723
361.97,2.563815355301
362.06,2.550634145737
362.15000000000003,2.557680845261
362.24,2.559706449509
362.33000000000004,2.548219203949
362.42,2.551584720612
362.51,2.561678886414
362.6,2.560401678085
362.69000000000005,2.566486597061
362.78000000000003,2.581480026245
362.87,2.58857178688
362.96000000000004,2.579060554504
363.05,2.557164669037
363.14000000000004,2.527579545975
363.23,2.481258153915
363.32,2.40856051445
363.41,2.344688415527
363.5,2.35916018486
363.59000000000003,2.446292877197
363.68000000000006,2.518707513809
363.77,2.535491704941
363.86,2.528666496277
363.95000000000005,2.522655487061
364.04,2.516274452209
364.13000000000005,2.516445159912
364.22,2.528642892838
364.31,2.528856992722
364.40000000000003,2.510140419006
364.49,2.493491649628
364.58000000000004,2.483026981354
364.67,2.478049516678
364.76,2.483702421188
364.85,2.48731970787
364.94000000000005,2.466130971909
365.03000000000003,2.436524868011
365.12,2.435851573944
365.21000000000004,2.452635765076
365.3,2.452437877655
365.39000000000004,2.440974235535
365.48,2.440403461456
365.57,2.45041680336
365.66,2.465346813202
365.75,2.476766586304
365.84000000000003,2.480609893799
365.93000000000006,2.484754562378
366.02,2.489420413971
366.11,2.482308864594
366.20000000000005,2.482125043869
366.29,2.481961250305
366.38000000000005,2.470910072327
366.47,2.477959394455
366.56,2.480817317963
366.65000000000003,2.459711790085
366.74,2.456709861755
366.83000000000004,2.472493171692
366.92,2.48563170433
367.01,2.49964594841
367.1,2.501413106918
367.19000000000005,2.481284379959
367.28000000000003,2.459620952606
367.37,2.456661939621
367.46000000000004,2.467782735825
367.55,2.466507196426
367.64000000000004,2.443484544754
367.73,2.425291061401
367.82,2.410101175308
367.91,2.388688325882
368.0,2.396064043045
368.09000000000003,2.427602291107
368.18000000000006,2.423367261887
368.27,2.392688035965
368.36,2.404903173447
368.45000000000005,2.448597192764
368.54,2.451424360275
368.63000000000005,2.403962135315
368.72,2.380465984344
368.81,2.434331417084
