wavelength,flux
353.6,0.428800493479
353.69000000000005,0.424400001764
353.78000000000003,0.435312956572
353.87,0.474309325218
353.96000000000004,0.482374280691
354.05,0.434840977192
354.14000000000004,0.406725347042
354.23,0.42409709096
354.32,0.463473409414
354.41,0.485543638468
354.5,0.476904541254
354.59000000000003,0.470587462187
354.68000000000006,0.471886187792
354.77,0.466581732035
354.86,0.468300879002
354.95000000000005,0.483546584845
355.04,0.484852284193
355.13000000000005,0.468577593565
355.22,0.435420393944
355.31,0.392768055201
355.40000000000003,0.35921227932
355.49,0.360353648663
355.58000000000004,0.395798623562
355.67,0.402697324753
355.76,0.379758089781
355.85,0.36477586627
355.94000000000005,0.393334001303
356.03000000000003,0.437321543694
356.12,0.468656659126
356.21000000000004,0.485882848501
356.3,0.473799824715
356.39000000000004,0.416832387447
356.48,0.310266286135
356.57,0.241863414645
356.66,0.255446791649
356.75,0.294270187616
356.84000000000003,0.283034354448
356.93000000000006,0.232779070735
357.02,0.208278745413
357.11,0.189464271069
357.20000000000005,0.248784452677
357.29,0.320691049099
357.38000000000005,0.362573564053
357.47,0.374140769243
357.56,0.377412199974
357.65000000000003,0.379089415073
357.74,0.362867474556
357.83000000000004,0.306991577148
357.92,0.24379992485
358.01,0.199531525373
358.1,0.170210108161
358.19000000000005,0.177710071206
358.28000000000003,0.215144693851
358.37,0.241539657116
358.46000000000004,0.229202762246
358.55,0.187948018312
358.64000000000004,0.188101127744
358.73,0.225303590298
358.82,0.255164504051
358.91,0.276559144258
359.0,0.343648135662
359.09000000000003,0.449478685856
359.18000000000006,0.487507849932
359.27,0.436711460352
359.36,0.388015687466
359.45000000000005,0.416685312986
359.54,0.497984796762
359.63000000000005,0.561538040638
359.72,0.589038789272
359.81,0.562557399273
359.90000000000003,0.544200718403
359.99,0.579237759113
360.08000000000004,0.597696065903
360.17,0.538460731506
360.26,0.430964976549
360.35,0.387132257223
360.44000000000005,0.350140631199
360.53000000000003,0.305548965931
360.62,0.310863822699
360.71000000000004,0.324659347534
360.8,0.289640128613
360.89000000000004,0.229086130857
360.98,0.223708763719
361.07,0.289895266294
361.16,0.368340700865
361.25,0.39181381464
361.34000000000003,0.370215982199
361.43000000000006,0.397224038839
361.52,0.466106206179
361.61,0.482816100121
361.70000000000005,0.403286337852
361.79,0.283960342407
361.88000000000005,0.200613692403
361.97,0.219476267695
362.06,0.295628070831
362.15000000000003,0.359022766352
362.24,0.41496565938
362.33000000000004,0.448286652565
362.42,0.449276417494
362.51,0.500125586987
362.6,0.590018451214
362.69000000000005,0.621503293514
362.78000000000003,0.597885131836
362.87,0.55770856142
362.96000000000004,0.474477499723
363.05,0.33723038435
363.14000000000004,0.242711290717
363.23,0.257699728012
363.32,0.318353831768
363.41,0.347299128771
363.5,0.360142320395
363.59000000000003,0.404396146536
363.68000000000006,0.446427583694
363.77,0.469619631767
363.86,0.505719900131
363.95000000000005,0.536663353443
364.04,0.535942018032
364.13000000000005,0.520243644714
364.22,0.496253430843
364.31,0.463870972395
364.40000000000003,0.421706885099
364.49,0.378115266562
364.58000000000004,0.372469991446
364.67,0.351783007383
364.76,0.280634284019
364.85,0.250722259283
364.94000000000005,0.281357675791
365.03000000000003,0.349996119738
365.12,0.440005809069
365.21000000000004,0.509129524231
365.3,0.553354680538
365.39000000000004,0.554070293903
365.48,0.549742937088
365.57,0.566655039787
365.66,0.594697356224
365.75,0.614725828171
365.84000000000003,0.641752958298
365.93000000000006,0.67268550396
366.02,0.638126552105
366.11,0.627796530724
366.20000000000005,0.623010933399
366.29,0.574951946735
366.38000000000005,0.528981685638
366.47,0.54111880064
366.56,0.567481637001
366.65000000000003,0.547138392925
366.74,0.533108532429
366.83000000000004,0.534307956696
366.92,0.498304188251
367.01,0.475768834352
367.1,0.548629105091
367.19000000000005,0.63282340765
367.28000000000003,0.625652730465
367.37,0.597429394722
367.46000000000004,0.608347773552
367.55,0.612572431564
367.64000000000004,0.564565718174
367.73,0.487734287977
367.82,0.429419755936
367.91,0.397524446249
368.0,0.372731268406
368.09000000000003,0.38271650672
368.18000000000006,0.427732080221
368.27,0.457722872496
368.36,0.480650871992
368.45000000000005,0.487405359745
368.54,0.452277898788
368.63000000000005,0.403225839138
368.72,0.358101457357
368.81,0.346750020981
368.90000000000003,0.405559420586
368.99,0.497751712799
369.08000000000004,0.588889420033
369.17,0.640015602112
369.26,0.607472598553
369.35,0.530015468597
369.44000000000005,0.497075229883
369.53000000000003,0.519970595837
369.62,0.53818744421
369.71000000000004,0.558619618416
369.8,0.601709187031
369.89000000000004,0.635133206844
369.98,0.649657547474
370.07,0.627444267273
370.16,0.590414702892
370.25,0.569977521896
370.34000000000003,0.524207293987
370.43000000000006,0.426266014576
370.52,0.324585229158
370.61,0.299713045359
370.70000000000005,0.321034312248
370.79,0.321552246809
370.88000000000005,0.309662371874
370.97,0.356322139502
371.06,0.476572424173
371.15000000000003,0.591776132584
371.24,0.653092265129
371.33000000000004,0.693549990654
371.42,0.708197176456
371.51,0.673120677471
371.6,0.598126411438
371.69000000000005,0.531796455383
371.78000000000003,0.464440017939
371.87,0.358777165413
371.96000000000004,0.231928616762
372.05,0.179863110185
372.14000000000004,0.193412646651
372.23,0.231483608484
372.32,0.308463901281
372.41,0.416782110929
372.5,0.492258638144
372.59000000000003,0.510244846344
372.68000000000006,0.447628587484
372.77,0.372101843357
372.86,0.393176317215
